player_id,name,nation,position,rating,market_value_eur,club,is_current_callup
82,J. Maclaren,Australia,FWD,69,1200000,Mohun Bagan Super Giant,True
83,G. Stensness,Australia,DEF,69,1800000,Viking FK,True
84,K. Trewin,Australia,DEF,69,2600000,Melbourne City FC,True
85,J. Bos,Australia,DEF,69,3000000,Feyenoord,True
86,A. Caceres,Australia,MID,69,1100000,Macarthur FC,True
87,A. Taggart,Australia,FWD,69,1100000,Perth Glory,False
88,C. Metcalfe,Australia,MID,69,1900000,FC St. Pauli,False
89,F. Karačić,Australia,DEF,68,1100000,Hajduk Split,False
90,S. Ugarković,Australia,MID,68,1000000,Western Sydney Wanderers,False
91,D. Alaba,Austria,DEF,82,14500000,Real Madrid,True
92,K. Laimer,Austria,DEF,82,27500000,FC Bayern München,True
93,X. Schlager,Austria,MID,80,23000000,RB Leipzig,True
94,M. Sabitzer,Austria,MID,80,15000000,Borussia Dortmund,True
95,K. Danso,Austria,DEF,79,20500000,Tottenham Hotspur,True
96,P. Lienhart,Austria,DEF,79,16500000,SC Freiburg,True
97,S. Posch,Austria,DEF,79,16000000,Como,True
98,R. Schmid,Austria,MID,78,18500000,SV Werder Bremen,True
99,N. Seiwald,Austria,MID,77,20000000,RB Leipzig,True
100,M. Friedl,Austria,DEF,77,11000000,SV Werder Bremen,True
101,C. Baumgartner,Austria,MID,77,14000000,RB Leipzig,True
102,P. Wimmer,Austria,MID,77,16500000,VfL Wolfsburg,True
103,K. Stöger,Austria,MID,76,6000000,Borussia Mönchengladbach,True
104,V. Lazaro,Austria,MID,76,7500000,Torino,True
105,P. Mwene,Austria,DEF,76,5500000,1. FSV Mainz 05,True
106,C. Trimmel,Austria,DEF,75,1200000,1. FC Union Berlin,True
107,M. Grüll,Austria,MID,75,6000000,SV Werder Bremen,True
108,M. Cham,Austria,MID,75,9000000,SK Slavia Praha,True
109,M. Wöber,Austria,DEF,75,5500000,SV Werder Bremen,True
110,M. Gregoritsch,Austria,FWD,75,4800000,Brøndby IF,True
111,D. Affengruber,Austria,DEF,75,11500000,Elche CF,True
112,L. Querfeld,Austria,DEF,75,12000000,1. FC Union Berlin,True
113,F. Grillitsch,Austria,MID,75,5500000,Sporting Clube de Braga,True
114,G. Trauner,Austria,DEF,75,2700000,Feyenoord,True
115,A. Prass,Austria,DEF,74,5500000,TSG 1899 Hoffenheim,True
116,F. Kainz,Austria,MID,74,3300000,1. FC Köln,True
117,M. Honsak,Austria,MID,74,4200000,1. FC Heidenheim 1846,False
118,A. Dragović,Austria,DEF,74,1400000,FK Austria Wien,False
119,S. Kalajdžić,Austria,FWD,74,4600000,LASK Linz,False
120,D. Fitz,Austria,MID,74,5500000,Minnesota United FC,False
121,T. Courtois,Belgium,GK,89,33500000,Real Madrid,True
122,K. De Bruyne,Belgium,MID,87,36500000,Napoli,True
123,Y. Tielemans,Belgium,MID,85,54000000,Aston Villa,True
124,R. Lukaku,Belgium,FWD,84,34000000,Napoli,True
125,L. Openda,Belgium,FWD,83,46000000,Juventus,True
126,L. Trossard,Belgium,FWD,83,35000000,Arsenal,True
127,M. Sels,Belgium,GK,83,12000000,Nottingham Forest,True
128,K. Casteels,Belgium,GK,82,10000000,Al Qadsiah FC,True
129,D. Lukébakio,Belgium,MID,82,32500000,SL Benfica,True
130,C. De Ketelaere,Belgium,MID,82,43500000,Atalanta,True
131,Y. Carrasco,Belgium,FWD,81,21500000,Al Shabab,True
132,J. Doku,Belgium,FWD,80,32000000,Manchester City,True
133,H. Vanaken,Belgium,MID,80,16500000,Club Brugge KV,True
134,M. De Cuyper,Belgium,DEF,80,31000000,Brighton & Hove Albion,True
135,A. Theate,Belgium,DEF,80,26500000,Eintracht Frankfurt,True
136,A. Onana,Belgium,MID,79,23000000,Aston Villa,True
137,A. Saelemaekers,Belgium,MID,79,20500000,AC Milan,True
138,J. Bakayoko,Belgium,FWD,78,28500000,RB Leipzig,True
139,B. Heynen,Belgium,MID,78,12500000,KRC Genk,True
140,S. Lammens,Belgium,GK,78,27500000,Manchester United,True
141,M. Fofana,Belgium,MID,78,31000000,Olympique Lyonnais,True
142,R. Lavia,Belgium,MID,78,27000000,Chelsea,True
143,Z. Debast,Belgium,MID,78,30000000,Sporting CP,True
144,C. Vanhoutte,Belgium,MID,77,12500000,OGC Nice,True
145,O. Mangala,Belgium,MID,77,11500000,Olympique Lyonnais,True
146,A. Witsel,Belgium,DEF,77,1900000,Girona FC,True
147,N. Raskin,Belgium,MID,77,14500000,Rangers FC,False
148,H. Cuypers,Belgium,FWD,77,11000000,Chicago Fire,False
149,M. Batshuayi,Belgium,FWD,77,9000000,Eintracht Frankfurt,False
150,A. Castro-Montes,Belgium,MID,77,10500000,1. FC Köln,False
151,E. Džeko,Bosnia and Herzegovina,FWD,81,9000000,Fiorentina,True
152,E. Demirović,Bosnia and Herzegovina,FWD,80,23000000,VfB Stuttgart,True
153,S. Kolašinac,Bosnia and Herzegovina,DEF,79,11500000,Atalanta,True
154,E. Višća,Bosnia and Herzegovina,MID,78,6000000,Trabzonspor,True
155,N. Vasilj,Bosnia and Herzegovina,GK,77,8000000,FC St. Pauli,True
156,H. Hajradinović,Bosnia and Herzegovina,MID,76,6000000,Kasımpaşa SK,True
157,M. Stevanović,Bosnia and Herzegovina,MID,75,2600000,Servette FC,True
158,A. Dedić,Bosnia and Herzegovina,DEF,74,6000000,SL Benfica,True
159,A. Ahmedhodžić,Bosnia and Herzegovina,DEF,74,5000000,Feyenoord,True
160,A. Hadžiahmetović,Bosnia and Herzegovina,MID,73,2700000,Hull City,True
161,H. Tabaković,Bosnia and Herzegovina,FWD,73,2600000,Borussia Mönchengladbach,True
162,A. Gigović,Bosnia and Herzegovina,MID,72,4700000,BSC Young Boys,True
163,A. Memić,Bosnia and Herzegovina,MID,72,3000000,Viktoria Plzeň,True
164,A. Barišić,Bosnia and Herzegovina,DEF,72,3200000,FC Basel 1893,True
165,D. Huseinbašić,Bosnia and Herzegovina,MID,72,3500000,1. FC Köln,True
166,M. Đurić,Bosnia and Herzegovina,FWD,71,800000,Parma,True
167,E. Sarić,Bosnia and Herzegovina,MID,71,875000,Qingdao Hainiu FC,True
168,V. Kovacević,Bosnia and Herzegovina,GK,70,1600000,Norwich City,True
169,Kodro,Bosnia and Herzegovina,FWD,70,1300000,Real Zaragoza,True
170,A. Begović,Bosnia and Herzegovina,GK,70,180000,Leicester City,True
171,D. Hadžikadunić,Bosnia and Herzegovina,DEF,70,1700000,Sampdoria,True
172,T. Muharemović,Bosnia and Herzegovina,DEF,70,3300000,Sassuolo,True
173,A. Hasić,Bosnia and Herzegovina,MID,70,2200000,Cracovia,True
174,J. Gazibegović,Bosnia and Herzegovina,DEF,70,2100000,1. FC Köln,True
175,L. Kulenović,Bosnia and Herzegovina,FWD,69,2000000,Heracles Almelo,True
176,N. Katić,Bosnia and Herzegovina,DEF,69,1400000,FC Schalke 04,True
177,S. Baždar,Bosnia and Herzegovina,FWD,69,3200000,Real Zaragoza,False
178,D. Burnić,Bosnia and Herzegovina,MID,68,1300000,Karlsruher SC,False
179,R. Kapić,Bosnia and Herzegovina,MID,68,1200000,Lechia Gdańsk,False
180,D. Varešanović,Bosnia and Herzegovina,MID,67,2000000,Gençlerbirliği SK,False
181,Alisson,Brazil,GK,89,51000000,Liverpool,True
182,Raphinha,Brazil,MID,89,104000000,FC Barcelona,True
183,Vini Jr.,Brazil,FWD,89,141000000,Real Madrid,True
184,Gabriel,Brazil,DEF,88,84000000,Arsenal,True
185,Marquinhos,Brazil,DEF,87,54500000,Paris Saint-Germain,True
186,Bruno Guimarães,Brazil,MID,86,77500000,Newcastle United,True
187,Ederson,Brazil,GK,85,28500000,Fenerbahçe SK,True
188,Bremer,Brazil,DEF,85,51000000,Juventus,True
189,Rodrygo,Brazil,FWD,85,81500000,Real Madrid,True
190,Éder Militão,Brazil,DEF,84,48000000,Real Madrid,True
191,Matheus Cunha,Brazil,MID,83,45000000,Manchester United,True
192,Ronaldo Cabrais,Brazil,MID,83,35500000,Botafogo,True
193,Murillo,Brazil,DEF,83,47500000,Nottingham Forest,True
194,Joelinton,Brazil,MID,82,30500000,Newcastle United,True
195,Lucas Mantela,Brazil,GK,82,24500000,Palmeiras,True
196,Ibañez,Brazil,DEF,82,33500000,Al Ahli SFC,True
197,Éderson,Brazil,MID,82,40000000,Atalanta,True
198,Malcom,Brazil,MID,82,30500000,Al Hilal,True
199,Savinho,Brazil,FWD,82,47000000,Manchester City,True
200,Fabinho,Brazil,MID,82,21500000,Al Ittihad,True
201,Carlos Augusto,Brazil,DEF,81,27500000,Inter,True
202,Nailton Suzuki,Brazil,MID,81,25500000,Atlético Mineiro,True
203,Galeno,Brazil,MID,81,27500000,Al Ahli SFC,True
204,Antony,Brazil,FWD,81,34000000,Real Betis Balompié,True
205,Welington Dano,Brazil,DEF,81,26000000,Atlético Mineiro,True
206,Gabriel Martinelli,Brazil,FWD,81,35000000,Arsenal,True
207,Lucas Perri,Brazil,GK,81,27000000,Leeds United,False
208,David Neres,Brazil,FWD,81,26000000,Napoli,False
209,Oswaldinato,Brazil,FWD,81,25500000,Flamengo,False
210,Anderson Talisca,Brazil,MID,81,21500000,Fenerbahçe SK,False
211,L. Costa,Cabo Verde,DEF,77,19500000,Villarreal CF,True
212,Bruno Varela,Cabo Verde,GK,74,3200000,Al Hazem FC,True
213,Nuno da Costa,Cabo Verde,FWD,74,2100000,Medipol Başakşehir FK,True
214,Leandro Andrade,Cabo Verde,FWD,72,2900000,Qarabağ FK,True
215,Wagner Pina,Cabo Verde,MID,72,5500000,Trabzonspor,True
216,S. Moreira,Cabo Verde,DEF,72,1900000,Columbus Crew,True
217,Telmo Arcanjo,Cabo Verde,MID,71,2800000,Vitória SC,True
218,Jovane Cabral,Cabo Verde,FWD,70,1700000,Estrela da Amadora,True
219,Dailon Livramento,Cabo Verde,FWD,70,2400000,Casa Pia,True
220,Jamiro Monteiro,Cabo Verde,MID,69,1200000,PEC Zwolle,True
221,Duk,Cabo Verde,MID,68,1600000,CD Leganés,True
222,Sidnei Tavares,Cabo Verde,MID,68,2500000,Blackburn Rovers,True
223,Ricardo Santos,Cabo Verde,DEF,67,825000,Swansea City,True
224,Fabrício Garcia,Cabo Verde,MID,67,1600000,GD Estoril Praia,True
225,Vasco Lopes,Cabo Verde,MID,67,1200000,Radomiak Radom,True
226,Ivanildo Fernandes,Cabo Verde,DEF,66,725000,CD Nacional,True
227,Sidny Cabral,Cabo Verde,DEF,66,1800000,Estrela da Amadora,True
228,R. Lopes,Cabo Verde,DEF,66,400000,Shamrock Rovers,True
229,Bryan Teixeira,Cabo Verde,FWD,66,1300000,LASK Linz,True
230,Bruno Leite,Cabo Verde,MID,65,675000,FK Haugesund,True
231,Hélder Tavares,Cabo Verde,MID,65,200000,CD Tondela,True
232,Diogo Mendes,Cabo Verde,MID,64,625000,Rapid Bucuresti,True
233,João Paulo,Cabo Verde,MID,64,675000,Oțelul Galați,True
234,Steve Furtado,Cabo Verde,DEF,63,425000,FCV Farul Constanța,True
235,Patrick,Cabo Verde,FWD,63,400000,Oțelul Galați,True
236,Djé Tavares,Cabo Verde,MID,60,550000,Santa Clara,True
237,Stéphane Cueni,Cabo Verde,MID,60,350000,FC Winterthur,False
238,Bruno Carvalho,Cabo Verde,MID,59,230000,Metaloglobus București,False
239,Ely Fernandes,Cabo Verde,MID,59,110000,Metaloglobus București,False
240,A. Davies,Canada,DEF,84,53500000,FC Bayern München,True
241,J. David,Canada,FWD,82,41000000,Juventus,True
242,M. Borjan,Canada,GK,78,1600000,Al Riyadh,True
243,A. Johnston,Canada,DEF,78,17000000,Celtic,True
244,Stephen Eustáquio,Canada,MID,77,10000000,FC Porto,True
245,C. Larin,Canada,FWD,77,10500000,Feyenoord,True
246,M. Bombito,Canada,DEF,76,13500000,OGC Nice,True
247,P. David,Canada,FWD,75,8500000,Union Saint-Gilloise,True
248,T. Buchanan,Canada,MID,74,5000000,Villarreal CF,True
249,D. Cornelius,Canada,DEF,74,4500000,Rangers FC,True
250,D. St. Clair,Canada,GK,73,2800000,Minnesota United FC,True
251,I. Koné,Canada,MID,72,4700000,Sassuolo,True
252,L. Millar,Canada,MID,72,3100000,Hull City,True
253,R. Laryea,Canada,MID,72,2300000,Toronto FC,True
254,K. Miller,Canada,DEF,71,1600000,Portland Timbers,True
255,T. Bair,Canada,FWD,71,2500000,FC Lausanne-Sport,True
256,J. Osorio,Canada,MID,71,1200000,Toronto FC,True
257,T. Oluwaseyi,Canada,FWD,70,2200000,Villarreal CF,True
258,N. Sigur,Canada,DEF,70,3400000,Hajduk Split,True
259,J. Hoilett,Canada,MID,69,575000,Hibernian,True
260,M. Crépeau,Canada,GK,69,750000,Portland Timbers,True
261,S. Piette,Canada,MID,69,1200000,CF Montréal,True
262,I. Ugbo,Canada,FWD,69,1700000,Sheffield Wednesday,True
263,S. Arfield,Canada,MID,68,375000,Falkirk,True
264,T. Corbeanu,Canada,MID,68,1900000,Toronto FC,True
265,J. Waterman,Canada,DEF,68,1000000,Chicago Fire,True
266,A. Ahmed,Canada,MID,68,1900000,Vancouver Whitecaps FC,False
267,N. Saliba,Canada,MID,68,2700000,RSC Anderlecht,False
268,S. Adekugbe,Canada,DEF,68,1000000,Vancouver Whitecaps FC,False
269,J. Nelson,Canada,FWD,68,2500000,Vancouver Whitecaps FC,False
270,L. Díaz,Colombia,MID,85,54500000,FC Bayern München,True
271,D. Sánchez,Colombia,DEF,82,25500000,Galatasaray SK,True
272,D. Zapata,Colombia,FWD,82,15000000,Torino,True
273,D. Muñoz,Colombia,DEF,81,22500000,Crystal Palace,True
274,J. Durán,Colombia,FWD,79,36000000,Fenerbahçe SK,True
275,R. Ríos,Colombia,MID,79,24500000,SL Benfica,True
276,Cucho,Colombia,FWD,78,18500000,Real Betis Balompié,True
277,J. Mojica,Colombia,DEF,78,9500000,RCD Mallorca,True
278,J. Arias,Colombia,FWD,78,15000000,Wolverhampton Wanderers,True
279,C. Arango,Colombia,FWD,78,14000000,San Jose Earthquakes,True
280,K. Castaño,Colombia,MID,77,14500000,River Plate,True
281,J. Quintero,Colombia,MID,77,8500000,River Plate,True
282,J. Lerma,Colombia,MID,77,9000000,Crystal Palace,True
283,Y. Mina,Colombia,DEF,77,8500000,Cagliari,True
284,L. Suárez,Colombia,FWD,77,12500000,Sporting CP,True
285,J. Lucumí,Colombia,DEF,76,8000000,Bologna,True
286,J. Cuadrado,Colombia,MID,76,2400000,Pisa,True
287,D. Ospina,Colombia,GK,76,825000,Atlético Nacional,True
288,L. Muriel,Colombia,FWD,76,3600000,Orlando City SC,True
289,M. Borja,Colombia,FWD,76,6000000,River Plate,True
290,J. Campaz,Colombia,MID,76,10000000,Rosario Central,True
291,D. Machado,Colombia,DEF,76,5500000,RC Lens,True
292,M. Uribe,Colombia,MID,76,3500000,Atlético Nacional,True
293,S. Villa,Colombia,FWD,75,5500000,Independiente Rivadavia,True
294,N. Deossa,Colombia,MID,75,8000000,Real Betis Balompié,True
295,D. Moreno,Colombia,FWD,75,1900000,Once Caldas,True
296,Y. Asprilla,Colombia,MID,75,11500000,Girona FC,False
297,Y. Gómez Andrade,Colombia,DEF,75,2700000,Seattle Sounders FC,False
298,Á. Montero,Colombia,GK,75,4200000,Vélez Sarsfield,False
299,A. Morelos,Colombia,FWD,75,5500000,Atlético Nacional,False
300,J. Gvardiol,Croatia,DEF,84,53500000,Manchester City,True
301,M. Kovačić,Croatia,MID,83,30000000,Manchester City,True
302,L. Modrić,Croatia,MID,83,11500000,AC Milan,True
303,A. Budimir,Croatia,FWD,82,19500000,CA Osasuna,True
304,M. Brozović,Croatia,MID,81,17000000,Al Nassr,True
305,A. Kramarić,Croatia,MID,81,12000000,TSG 1899 Hoffenheim,True
306,I. Perišić,Croatia,FWD,81,8500000,PSV,True
307,M. Pašalić,Croatia,MID,80,20000000,Atalanta,True
308,D. Livaković,Croatia,GK,80,14000000,Girona FC,True
309,M. Livaja,Croatia,FWD,79,15000000,Hajduk Split,True
310,N. Vlašić,Croatia,MID,79,18500000,Torino,True
311,M. Baturina,Croatia,MID,78,21500000,Como,True
312,J. Stanišić,Croatia,DEF,78,17500000,FC Bayern München,True
313,L. Majer,Croatia,MID,78,16000000,VfL Wolfsburg,True
314,L. Sučić,Croatia,MID,78,31500000,Real Sociedad,True
315,J. Šutalo,Croatia,DEF,78,17500000,Ajax,True
316,D. Kotarski,Croatia,GK,77,11500000,FC København,True
317,K. Jakić,Croatia,MID,76,6500000,FC Augsburg,True
318,B. Petković,Croatia,FWD,76,7500000,Kocaelispor,True
319,P. Musa,Croatia,FWD,76,9000000,FC Dallas,True
320,J. Juranović,Croatia,DEF,75,4900000,1. FC Union Berlin,True
321,F. Ivanović,Croatia,FWD,75,12500000,SL Benfica,True
322,N. Moro,Croatia,MID,75,6000000,Bologna,True
323,J. Brekalo,Croatia,MID,75,6000000,Real Oviedo,True
324,K. Kahlina,Croatia,GK,75,2800000,Charlotte FC,True
325,T. Fruk,Croatia,MID,75,0,nan,True
326,D. Ćaleta-Car,Croatia,DEF,74,3600000,Real Sociedad,False
327,T. Jedvaj,Croatia,DEF,74,3900000,Panathinaikos FC,False
328,M. Pongračić,Croatia,DEF,74,4500000,Fiorentina,False
329,P. Sučić,Croatia,MID,74,9500000,Inter,False
330,T. Chong,Curaçao,MID,71,2800000,Sheffield United,True
331,D. Chirino,Curaçao,DEF,69,2900000,UD Almería,True
332,J. Bacuna,Curaçao,MID,69,1400000,Gaziantep FK,True
333,S. Sambo,Curaçao,DEF,68,2300000,Sparta Rotterdam,True
334,B. Kuwas,Curaçao,MID,67,800000,FC Volendam,True
335,X. Severina,Curaçao,FWD,67,1600000,Casa Pia,True
336,T. Noslin,Curaçao,MID,66,1700000,Telstar,True
337,S. Floranus,Curaçao,DEF,66,925000,PEC Zwolle,True
338,A. Martha,Curaçao,DEF,64,1300000,Rotherham United,True
339,T. Mercera,Curaçao,DEF,64,1300000,FC Groningen,True
340,L. Comenencia,Curaçao,DEF,62,950000,FC Zürich,True
341,R. Rosario,Curaçao,MID,60,600000,Excelsior,True
342,T. Bodak,Curaçao,GK,60,475000,Telstar,True
343,I. Ahmed,Curaçao,MID,58,500000,SC Heerenveen,True
344,G. Sambo,Curaçao,FWD,57,425000,Heracles Almelo,True
345,P. Schick,Czech Republic,FWD,85,54000000,Bayer 04 Leverkusen,True
346,L. Krejčí,Czech Republic,DEF,78,17500000,Wolverhampton Wanderers,True
347,T. Souček,Czech Republic,MID,78,12000000,West Ham United,True
348,L. Provod,Czech Republic,MID,78,14000000,SK Slavia Praha,True
349,A. Hložek,Czech Republic,FWD,77,17000000,TSG 1899 Hoffenheim,True
350,V. Černý,Czech Republic,MID,77,11000000,Beşiktaş JK,True
351,P. Šulc,Czech Republic,MID,77,14500000,Olympique Lyonnais,True
352,J. Staněk,Czech Republic,GK,76,5000000,SK Slavia Praha,True
353,T. Holeš,Czech Republic,DEF,76,4900000,SK Slavia Praha,True
354,M. Sadílek,Czech Republic,MID,76,8500000,SK Slavia Praha,True
355,P. Bucha,Czech Republic,MID,75,6500000,FC Cincinnati,True
356,M. Kovář,Czech Republic,GK,75,6500000,PSV,True
357,M. Jedlička,Czech Republic,GK,75,4800000,Viktoria Plzeň,True
358,A. Barák,Czech Republic,MID,75,5500000,Sampdoria,True
359,T. Chorý,Czech Republic,FWD,75,5500000,SK Slavia Praha,True
360,A. Kinský,Czech Republic,GK,75,7500000,Tottenham Hotspur,True
361,P. Ševčík,Czech Republic,MID,74,3500000,SK Slavia Praha,True
362,J. Pavlenka,Czech Republic,GK,74,1400000,PAOK,True
363,P. Kadeřábek,Czech Republic,DEF,74,2200000,Sparta Praha,True
364,M. Vitík,Czech Republic,DEF,74,6000000,Bologna,True
365,V. Kušej,Czech Republic,FWD,74,5500000,SK Slavia Praha,True
366,J. Bořil,Czech Republic,DEF,74,1400000,SK Slavia Praha,True
367,M. Šín,Czech Republic,MID,74,9500000,AZ Alkmaar,True
368,L. Červ,Czech Republic,MID,74,5500000,Viktoria Plzeň,True
369,D. Douděra,Czech Republic,MID,74,4500000,SK Slavia Praha,True
370,M. Chytil,Czech Republic,FWD,74,5500000,SK Slavia Praha,True
371,D. Zima,Czech Republic,DEF,74,5000000,SK Slavia Praha,False
372,F. Panák,Czech Republic,DEF,74,3500000,Sparta Praha,False
373,M. Vydra,Czech Republic,FWD,74,2700000,Viktoria Plzeň,False
374,V. Jemelka,Czech Republic,DEF,74,3500000,Viktoria Plzeň,False
375,E. Ndicka,Côte d'Ivoire,DEF,81,28500000,Roma,True
376,F. Kessié,Côte d'Ivoire,MID,80,20500000,Al Ahli SFC,True
377,W. Singo,Côte d'Ivoire,DEF,80,29000000,Galatasaray SK,True
378,O. Kossounou,Côte d'Ivoire,DEF,80,29000000,Atalanta,True
379,O. Diomande,Côte d'Ivoire,DEF,80,40000000,Sporting CP,True
380,N. Pépé,Côte d'Ivoire,MID,80,20500000,Villarreal CF,True
381,E. Guessand,Côte d'Ivoire,MID,79,26500000,Aston Villa,True
382,E. Agbadou,Côte d'Ivoire,DEF,79,17500000,Wolverhampton Wanderers,True
383,Amad,Côte d'Ivoire,MID,79,28000000,Manchester United,True
384,H. Traoré,Côte d'Ivoire,MID,77,14000000,Olympique de Marseille,True
385,W. Zaha,Côte d'Ivoire,FWD,77,8500000,Charlotte FC,True
386,G. Doué,Côte d'Ivoire,DEF,77,15000000,RC Strasbourg Alsace,True
387,I. Sangaré,Côte d'Ivoire,MID,77,11500000,Nottingham Forest,True
388,J. Bamba,Côte d'Ivoire,MID,77,10500000,Chicago Fire,True
389,S. Fofana,Côte d'Ivoire,MID,77,10000000,Stade Rennais FC,True
390,S. Haller,Côte d'Ivoire,FWD,77,9000000,FC Utrecht,True
391,J. Boga,Côte d'Ivoire,FWD,76,7500000,OGC Nice,True
392,Y. Fofana,Côte d'Ivoire,GK,76,9000000,Çaykur Rizespor,True
393,S. Adingra,Côte d'Ivoire,MID,76,15000000,Sunderland,True
394,A. Lafont,Côte d'Ivoire,GK,75,5500000,Panathinaikos FC,True
395,B. Traoré,Côte d'Ivoire,MID,75,12500000,FC Basel 1893,True
396,M. Cornet,Côte d'Ivoire,MID,74,4200000,Genoa,True
